LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
8,2024-08-12 05:17:29,0.0,998.4,27.47,100.0,25.0,0.0,2024081208
8,2024-08-12 05:18:29,0.0,998.43,27.45,100.0,31.67,0.0,2024081208
8,2024-08-12 05:19:30,0.0,998.5,27.46,100.0,38.33,0.0,2024081208
8,2024-08-12 05:20:28,0.0,998.49,27.46,100.0,46.67,0.0,2024081208
8,2024-08-12 05:21:29,0.0,998.48,27.45,100.0,55.83,0.0,2024081208
8,2024-08-12 05:22:29,0.0,998.5,27.42,100.0,66.67,0.0,2024081208
8,2024-08-12 05:23:29,0.0,998.55,27.42,100.0,79.17,0.0,2024081208
8,2024-08-12 05:24:28,0.0,998.61,27.41,100.0,92.5,0.0,2024081208
8,2024-08-12 05:25:29,0.0,998.57,27.38,100.0,108.33,0.0,2024081208
8,2024-08-12 05:26:29,0.0,998.62,27.4,100.0,125.0,0.0,2024081208
8,2024-08-12 05:27:29,0.0,998.61,27.43,100.0,143.33,0.01,2024081208
8,2024-08-12 05:28:28,0.0,998.64,27.45,100.0,163.33,0.0,2024081208
8,2024-08-12 05:29:29,0.0,998.67,27.44,100.0,185.0,0.01,2024081208
8,2024-08-12 05:30:28,0.0,998.66,27.4,100.0,208.33,0.01,2024081208
8,2024-08-12 05:31:28,0.0,998.7,27.37,100.0,233.33,0.01,2024081208
8,2024-08-12 05:32:28,0.0,998.69,27.33,100.0,259.17,0.01,2024081208
8,2024-08-12 05:33:29,0.0,998.72,27.31,100.0,285.83,0.01,2024081208
8,2024-08-12 05:34:28,0.0,998.69,27.33,100.0,313.33,0.01,2024081208
8,2024-08-12 05:35:29,0.0,998.74,27.34,100.0,341.67,0.01,2024081208
8,2024-08-12 05:36:30,0.0,998.83,27.34,100.0,370.0,0.03,2024081208
8,2024-08-12 05:37:28,0.0,998.83,27.34,100.0,400.0,0.02,2024081208
8,2024-08-12 05:38:30,0.0,998.89,27.37,100.0,430.83,0.03,2024081208
8,2024-08-12 05:39:28,0.0,998.85,27.38,100.0,461.67,0.03,2024081208
8,2024-08-12 05:40:28,0.0,998.86,27.4,100.0,492.5,0.04,2024081208
8,2024-08-12 05:41:29,0.0,998.87,27.44,100.0,523.33,0.03,2024081208
8,2024-08-12 05:42:29,0.0,998.91,27.5,100.0,555.0,0.05,2024081208
8,2024-08-12 05:43:29,0.0,998.94,27.55,100.0,585.83,0.05,2024081208
8,2024-08-12 05:44:32,0.0,998.94,27.58,100.0,616.67,0.04,2024081208
8,2024-08-12 05:45:29,0.0,998.95,27.58,100.0,647.5,0.05,2024081208
8,2024-08-12 05:46:29,0.0,998.95,27.61,100.0,678.33,0.05,2024081208
8,2024-08-12 05:47:29,0.0,998.99,27.64,100.0,709.17,0.05,2024081208
