LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
17,2024-05-07 05:07:07,0.0,1014.09,24.3,99.9,22.92,0.0,2024050717
17,2024-05-07 05:08:06,0.0,1014.09,24.3,99.9,30.0,0.0,2024050717
17,2024-05-07 05:09:06,0.0,1014.08,24.3,99.9,38.33,0.0,2024050717
17,2024-05-07 05:10:07,0.0,1014.08,24.3,99.9,46.67,0.0,2024050717
17,2024-05-07 05:11:06,0.0,1014.07,24.3,99.9,54.17,0.01,2024050717
17,2024-05-07 05:12:07,0.0,1014.09,24.3,99.9,65.0,0.01,2024050717
17,2024-05-07 05:13:07,0.0,1014.08,24.3,99.9,75.83,0.0,2024050717
17,2024-05-07 05:14:07,0.0,1014.08,24.3,99.9,85.0,0.01,2024050717
17,2024-05-07 05:15:07,0.0,1014.06,24.3,99.9,95.83,0.01,2024050717
17,2024-05-07 05:16:07,0.0,1014.08,24.3,99.9,107.5,0.01,2024050717
17,2024-05-07 05:17:07,0.0,1014.08,24.3,99.9,118.33,0.0,2024050717
17,2024-05-07 05:18:07,0.0,1014.09,24.3,99.9,133.33,0.01,2024050717
17,2024-05-07 05:19:07,0.0,1014.11,24.3,99.9,152.5,0.01,2024050717
17,2024-05-07 05:20:07,0.0,1014.12,24.3,99.9,170.83,0.01,2024050717
17,2024-05-07 05:21:06,0.0,1014.13,24.3,99.9,190.0,0.02,2024050717
17,2024-05-07 05:22:06,0.0,1014.15,24.3,99.9,208.33,0.02,2024050717
17,2024-05-07 05:23:07,0.0,1014.15,24.3,99.9,225.0,0.03,2024050717
17,2024-05-07 05:24:06,0.0,1014.16,24.3,99.9,244.17,0.03,2024050717
17,2024-05-07 05:25:07,0.0,1014.16,24.3,99.9,263.33,0.04,2024050717
17,2024-05-07 05:26:07,0.0,1014.19,24.3,99.9,278.33,0.05,2024050717
17,2024-05-07 05:27:06,0.0,1014.21,24.3,99.9,293.33,0.04,2024050717
17,2024-05-07 05:28:07,0.0,1014.24,24.3,99.9,305.83,0.05,2024050717
17,2024-05-07 05:29:07,0.0,1014.26,24.3,99.9,323.33,0.05,2024050717
17,2024-05-07 05:30:06,0.0,1014.28,24.3,99.9,349.17,0.05,2024050717
17,2024-05-07 05:31:06,0.0,1014.27,24.3,99.9,384.17,0.06,2024050717
17,2024-05-07 05:32:06,0.0,1014.27,24.4,99.9,440.0,0.1,2024050717
17,2024-05-07 05:33:06,0.0,1014.27,24.4,99.9,526.67,0.12,2024050717
17,2024-05-07 05:34:06,0.0,1014.28,24.4,99.9,630.83,0.2,2024050717
17,2024-05-07 05:35:06,0.0,1014.29,24.4,99.9,746.67,0.3,2024050717
17,2024-05-07 05:36:06,0.0,1014.29,24.4,99.9,829.17,0.39,2024050717
17,2024-05-07 05:37:06,0.0,1014.31,24.4,99.9,858.33,0.41,2024050717
17,2024-05-07 05:38:07,0.0,1014.3,24.4,99.9,805.0,0.31,2024050717
17,2024-05-07 05:39:07,0.0,1014.3,24.4,99.9,735.0,0.27,2024050717
17,2024-05-07 05:40:06,0.0,1014.31,24.4,99.9,689.17,0.22,2024050717
17,2024-05-07 05:41:06,0.0,1014.3,24.4,99.9,705.0,0.2,2024050717
17,2024-05-07 05:42:07,0.0,1014.3,24.4,99.9,721.67,0.2,2024050717
17,2024-05-07 05:43:07,0.0,1014.31,24.4,99.9,721.67,0.2,2024050717
17,2024-05-07 05:44:07,0.0,1014.31,24.4,99.9,747.5,0.2,2024050717
17,2024-05-07 05:45:07,0.0,1014.34,24.4,99.9,794.17,0.2,2024050717
17,2024-05-07 05:46:07,0.0,1014.35,24.4,99.9,867.5,0.26,2024050717
17,2024-05-07 05:47:06,0.0,1014.35,24.3,99.9,960.0,0.3,2024050717
17,2024-05-07 05:48:06,0.0,1014.37,24.3,99.9,1060.83,0.34,2024050717
17,2024-05-07 05:49:07,0.0,1014.38,24.3,99.9,1156.67,0.41,2024050717
17,2024-05-07 05:50:07,0.0,1014.39,24.3,99.9,1255.0,0.43,2024050717
17,2024-05-07 05:51:07,0.0,1014.41,24.2,99.9,1370.0,0.57,2024050717
17,2024-05-07 05:52:07,0.0,1014.45,24.2,99.9,1488.33,0.62,2024050717
17,2024-05-07 05:53:06,0.0,1014.45,24.2,99.9,1653.33,0.78,2024050717
17,2024-05-07 05:54:06,0.0,1014.47,24.2,99.9,1831.67,0.99,2024050717
17,2024-05-07 05:55:06,0.0,1014.5,24.2,99.9,1960.83,1.04,2024050717
17,2024-05-07 05:56:06,0.0,1014.51,24.2,99.9,2026.67,1.22,2024050717
17,2024-05-07 05:57:06,0.0,1014.55,24.2,99.9,2032.5,1.22,2024050717
17,2024-05-07 05:58:07,0.0,1014.57,24.3,99.9,2005.0,1.22,2024050717
17,2024-05-07 05:59:07,0.0,1014.57,24.3,99.9,1868.33,1.01,2024050717
17,2024-05-07 06:00:07,0.0,1014.57,24.3,99.9,1675.83,0.77,2024050717
17,2024-05-07 06:01:06,0.0,1014.6,24.4,99.9,1613.33,0.7,2024050717
17,2024-05-07 06:02:06,0.0,1014.58,24.4,99.9,1549.17,0.62,2024050717
17,2024-05-07 06:03:06,0.0,1014.59,24.4,99.9,1536.67,0.59,2024050717
17,2024-05-07 06:04:06,0.0,1014.6,24.4,99.9,1620.0,0.63,2024050717
17,2024-05-07 06:05:06,0.0,1014.62,24.4,99.9,1713.33,0.71,2024050717
17,2024-05-07 06:06:07,0.0,1014.66,24.4,99.9,1787.5,0.76,2024050717
17,2024-05-07 06:07:07,0.0,1014.67,24.4,99.9,1863.33,0.79,2024050717
17,2024-05-07 06:08:07,0.0,1014.68,24.4,99.9,1989.17,0.84,2024050717
17,2024-05-07 06:09:07,0.0,1014.7,24.4,99.9,2136.67,0.98,2024050717
17,2024-05-07 06:10:07,0.0,1014.7,24.4,99.9,2364.17,1.2,2024050717
17,2024-05-07 06:11:07,0.0,1014.74,24.4,99.9,2673.33,1.51,2024050717
17,2024-05-07 06:12:07,0.0,1014.73,24.4,99.9,2955.83,1.96,2024050717
