LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
1,2024-05-20 04:58:32,0.0,1003.42,22.8,100.0,21.25,0.0,2024052001
1,2024-05-20 04:59:32,0.0,1003.41,22.8,100.0,25.83,0.0,2024052001
1,2024-05-20 05:00:32,0.0,1003.36,22.8,100.0,32.5,0.0,2024052001
1,2024-05-20 05:01:32,0.0,1003.45,22.8,100.0,40.0,0.0,2024052001
1,2024-05-20 05:02:32,0.0,1003.42,22.7,100.0,48.33,0.0,2024052001
1,2024-05-20 05:03:32,0.0,1003.47,22.7,100.0,58.33,0.01,2024052001
1,2024-05-20 05:04:32,0.0,1003.41,22.7,100.0,69.17,0.0,2024052001
1,2024-05-20 05:05:32,0.0,1003.41,22.8,100.0,80.0,0.01,2024052001
1,2024-05-20 05:06:32,0.0,1003.43,22.8,100.0,92.5,0.01,2024052001
1,2024-05-20 05:07:32,0.0,1003.44,22.8,100.0,106.67,0.01,2024052001
1,2024-05-20 05:08:32,0.0,1003.47,22.7,100.0,122.5,0.01,2024052001
1,2024-05-20 05:09:31,0.0,1003.5,22.8,100.0,142.5,0.01,2024052001
1,2024-05-20 05:10:31,0.0,1003.44,22.8,100.0,167.5,0.01,2024052001
1,2024-05-20 05:11:31,0.0,1003.47,22.8,100.0,195.0,0.03,2024052001
1,2024-05-20 05:12:31,0.0,1003.48,22.8,100.0,225.0,0.04,2024052001
1,2024-05-20 05:13:31,0.0,1003.5,22.8,100.0,254.17,0.04,2024052001
1,2024-05-20 05:15:31,0.0,1003.54,22.8,100.0,320.0,0.06,2024052001
1,2024-05-20 05:16:32,0.0,1003.52,22.8,100.0,355.0,0.06,2024052001
1,2024-05-20 05:17:31,0.0,1003.58,22.8,100.0,395.83,0.08,2024052001
1,2024-05-20 05:18:31,0.0,1003.57,22.8,100.0,438.33,0.1,2024052001
1,2024-05-20 05:19:31,0.0,1003.6,22.8,100.0,481.67,0.11,2024052001
1,2024-05-20 05:20:31,0.0,1003.57,22.8,100.0,525.0,0.15,2024052001
1,2024-05-20 05:21:32,0.0,1003.58,22.8,100.0,570.0,0.14,2024052001
1,2024-05-20 05:22:32,0.0,1003.57,22.9,100.0,617.5,0.18,2024052001
1,2024-05-20 05:23:32,0.0,1003.6,22.9,100.0,669.17,0.19,2024052001
