LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
4,2024-10-18 05:35:07,0.0,1008.49,24.02,100.0,24.17,0.0,2024101804
4,2024-10-18 05:36:07,0.0,1008.49,24.03,100.0,31.67,0.0,2024101804
4,2024-10-18 05:37:07,0.0,1008.48,24.05,100.0,40.83,0.0,2024101804
4,2024-10-18 05:38:07,0.0,1008.52,24.06,100.0,52.5,0.0,2024101804
4,2024-10-18 05:39:07,0.0,1008.5,24.06,100.0,66.67,0.01,2024101804
4,2024-10-18 05:40:07,0.0,1008.55,24.06,100.0,81.67,0.01,2024101804
4,2024-10-18 05:41:07,0.0,1008.52,24.07,100.0,100.0,0.02,2024101804
4,2024-10-18 05:42:07,0.0,1008.53,24.07,100.0,120.83,0.02,2024101804
4,2024-10-18 05:43:07,0.0,1008.53,24.07,100.0,144.17,0.02,2024101804
4,2024-10-18 05:44:07,0.0,1008.54,24.09,100.0,171.67,0.03,2024101804
4,2024-10-18 05:45:07,0.0,1008.52,24.08,100.0,200.83,0.04,2024101804
4,2024-10-18 05:46:07,0.0,1008.55,24.08,100.0,234.17,0.04,2024101804
4,2024-10-18 05:47:07,0.0,1008.58,24.08,100.0,271.67,0.05,2024101804
4,2024-10-18 05:48:07,0.0,1008.6,24.08,100.0,311.67,0.08,2024101804
4,2024-10-18 05:49:07,0.0,1008.59,24.07,100.0,357.5,0.11,2024101804
4,2024-10-18 05:50:07,0.0,1008.6,24.05,100.0,405.83,0.11,2024101804
4,2024-10-18 05:51:07,0.0,1008.6,24.03,100.0,459.17,0.12,2024101804
4,2024-10-18 05:52:07,0.0,1008.58,24.01,100.0,516.67,0.16,2024101804
4,2024-10-18 05:53:07,0.0,1008.58,24.0,100.0,577.5,0.19,2024101804
4,2024-10-18 05:54:07,0.0,1008.57,23.99,100.0,645.0,0.22,2024101804
4,2024-10-18 05:55:07,0.0,1008.61,23.98,100.0,714.17,0.3,2024101804
4,2024-10-18 05:56:07,0.0,1008.59,23.98,100.0,790.0,0.33,2024101804
4,2024-10-18 05:57:07,0.0,1008.63,23.97,100.0,870.83,0.42,2024101804
4,2024-10-18 05:58:07,0.0,1008.67,23.98,100.0,959.17,0.52,2024101804
4,2024-10-18 05:59:07,0.0,1008.66,23.99,100.0,1051.67,0.59,2024101804
4,2024-10-18 06:00:07,0.0,1008.69,24.01,100.0,1145.83,0.67,2024101804
4,2024-10-18 06:01:07,0.0,1008.69,24.02,100.0,1242.5,0.83,2024101804
4,2024-10-18 06:02:07,0.0,1008.7,24.03,100.0,1340.0,0.88,2024101804
4,2024-10-18 06:03:07,0.0,1008.69,24.04,100.0,1438.33,1.05,2024101804
4,2024-10-18 06:04:07,0.0,1008.73,24.04,100.0,1540.83,1.15,2024101804
4,2024-10-18 06:05:07,0.0,1008.72,24.05,100.0,1649.17,1.33,2024101804
4,2024-10-18 06:06:07,0.0,1008.75,24.06,100.0,1758.33,1.46,2024101804
4,2024-10-18 06:07:07,0.0,1008.75,24.06,100.0,1874.17,1.71,2024101804
4,2024-10-18 06:08:07,0.0,1008.76,24.08,100.0,1989.17,1.87,2024101804
4,2024-10-18 06:09:07,0.0,1008.77,24.11,100.0,2109.17,2.06,2024101804
4,2024-10-18 06:10:07,0.0,1008.77,24.13,100.0,2234.17,2.3,2024101804
4,2024-10-18 06:11:07,0.0,1008.76,24.16,100.0,2365.83,2.59,2024101804
4,2024-10-18 06:12:07,0.0,1008.8,24.16,100.0,2500.83,2.86,2024101804
4,2024-10-18 06:13:07,0.0,1008.78,24.2,100.0,2648.33,3.22,2024101804
4,2024-10-18 06:14:07,0.0,1008.79,24.23,100.0,2790.0,3.66,2024101804
4,2024-10-18 06:15:07,0.0,1008.79,24.27,100.0,2915.83,3.89,2024101804
4,2024-10-18 06:16:07,0.0,1008.79,24.31,100.0,3040.0,4.28,2024101804
4,2024-10-18 06:17:07,0.0,1008.83,24.36,100.0,3165.0,4.45,2024101804
4,2024-10-18 06:18:07,0.0,1008.78,24.4,100.0,3295.0,4.97,2024101804
4,2024-10-18 06:19:07,0.0,1008.81,24.45,100.0,3430.0,5.24,2024101804
4,2024-10-18 06:20:07,0.0,1008.84,24.49,100.0,3559.17,5.58,2024101804
4,2024-10-18 06:21:07,0.0,1008.83,24.51,100.0,3692.5,5.92,2024101804
4,2024-10-18 06:22:07,0.0,1008.82,24.55,100.0,3816.67,6.47,2024101804
4,2024-10-18 06:23:07,0.0,1008.82,24.61,100.0,3950.0,6.6,2024101804
4,2024-10-18 06:24:07,0.0,1008.83,24.66,100.0,5466.67,7.0,2024101804
4,2024-10-18 06:25:07,0.0,1008.83,24.85,100.0,8210.83,8.41,2024101804
4,2024-10-18 06:26:07,0.0,1008.83,25.23,100.0,9291.67,41.89,2024101804
4,2024-10-18 06:27:07,0.0,1008.84,25.68,100.0,9789.17,125.83,2024101804
4,2024-10-18 06:28:07,0.0,1008.84,26.12,100.0,10285.0,142.01,2024101804
4,2024-10-18 06:29:07,0.0,1008.82,26.5,100.0,10747.5,153.0,2024101804
4,2024-10-18 06:30:07,0.0,1008.78,26.85,100.0,11234.17,164.52,2024101804
4,2024-10-18 06:31:07,0.0,1008.72,27.19,100.0,11777.5,176.46,2024101804
4,2024-10-18 06:32:07,0.0,1008.69,27.55,100.0,12297.5,189.27,2024101804
4,2024-10-18 06:33:07,0.0,1008.71,27.86,100.0,12779.17,201.84,2024101804
4,2024-10-18 06:34:07,0.0,1008.74,28.21,100.0,13165.0,210.27,2024101804
4,2024-10-18 06:35:07,0.0,1008.69,28.49,100.0,13649.17,222.33,2024101804
4,2024-10-18 06:36:07,0.0,1008.71,28.78,100.0,14245.83,237.69,2024101804
4,2024-10-18 06:37:07,0.0,1008.71,29.04,100.0,14650.0,245.04,2024101804
4,2024-10-18 06:38:07,0.0,1008.74,29.33,100.0,15038.33,251.16,2024101804
4,2024-10-18 06:39:07,0.0,1008.75,29.55,100.0,15437.5,256.55,2024101804
4,2024-10-18 06:40:07,0.0,1008.74,29.75,100.0,15884.17,264.94,2024101804
4,2024-10-18 06:41:07,0.0,1008.77,29.96,100.0,16360.0,275.81,2024101804
4,2024-10-18 06:42:07,0.0,1008.74,30.13,100.0,16790.83,282.7,2024101804
4,2024-10-18 06:43:07,0.0,1008.76,30.35,100.0,17385.83,297.72,2024101804
4,2024-10-18 06:44:07,0.0,1008.79,30.64,100.0,17848.33,310.96,2024101804
4,2024-10-18 06:45:07,0.0,1008.79,30.9,100.0,18354.17,321.99,2024101804
4,2024-10-18 06:46:07,0.0,1008.73,31.16,100.0,18835.0,335.4,2024101804
4,2024-10-18 06:47:07,0.0,1008.75,31.41,100.0,19337.5,350.59,2024101804
4,2024-10-18 06:48:07,0.0,1008.75,31.66,100.0,19678.33,361.3,2024101804
4,2024-10-18 06:49:07,0.0,1008.75,31.98,100.0,20296.67,380.54,2024101804
4,2024-10-18 06:50:07,0.0,1008.74,32.27,100.0,20796.67,394.85,2024101804
4,2024-10-18 06:51:07,0.0,1008.75,32.51,100.0,21210.0,410.09,2024101804
4,2024-10-18 06:52:07,0.0,1008.74,32.73,100.0,21618.33,426.87,2024101804
4,2024-10-18 06:53:07,0.0,1008.75,32.93,100.0,22056.67,441.32,2024101804
4,2024-10-18 06:54:07,0.0,1008.78,33.06,100.0,22435.0,454.72,2024101804
4,2024-10-18 06:55:07,0.0,1008.79,33.19,100.0,22891.67,473.99,2024101804
4,2024-10-18 06:56:07,0.0,1008.77,33.29,100.0,23368.33,492.75,2024101804
4,2024-10-18 06:57:07,0.0,1008.8,33.43,100.0,23759.17,506.16,2024101804
4,2024-10-18 06:58:07,0.0,1008.76,33.44,100.0,24267.5,525.54,2024101804
4,2024-10-18 06:59:07,0.0,1008.77,33.55,100.0,24655.83,539.84,2024101804
4,2024-10-18 07:00:07,0.0,1008.74,33.68,100.0,25235.0,556.08,2024101804
4,2024-10-18 07:01:07,0.0,1008.71,33.79,100.0,25778.33,574.14,2024101804
4,2024-10-18 07:02:07,0.0,1008.76,33.95,100.0,26244.17,586.53,2024101804
4,2024-10-18 07:03:07,0.0,1008.75,34.09,100.0,26764.17,599.66,2024101804
4,2024-10-18 07:04:07,0.0,1008.76,34.06,100.0,27274.17,614.12,2024101804
4,2024-10-18 07:05:07,0.0,1008.77,34.12,100.0,27917.5,630.6,2024101804
4,2024-10-18 07:06:07,0.0,1008.77,34.15,100.0,28389.17,641.35,2024101804
4,2024-10-18 07:07:07,0.0,1008.75,34.25,100.0,28906.67,651.0,2024101804
4,2024-10-18 07:08:07,0.0,1008.8,34.37,100.0,29439.17,665.55,2024101804
4,2024-10-18 07:09:07,0.0,1008.83,34.53,100.0,29754.17,670.9,2024101804
4,2024-10-18 07:10:07,0.0,1008.85,34.69,100.0,30123.33,679.92,2024101804
4,2024-10-18 07:11:07,0.0,1008.89,34.85,100.0,30554.17,691.8,2024101804
4,2024-10-18 07:12:07,0.0,1008.87,34.8,100.0,30924.17,699.34,2024101804
4,2024-10-18 07:13:07,0.0,1008.88,34.74,100.0,31442.5,709.07,2024101804
4,2024-10-18 07:14:07,0.0,1008.93,34.91,100.0,31930.83,714.95,2024101804
4,2024-10-18 07:15:07,0.0,1008.92,35.0,100.0,32428.33,719.96,2024101804
4,2024-10-18 07:16:07,0.0,1008.93,35.13,100.0,32821.66,723.36,2024101804
4,2024-10-18 07:17:07,0.0,1008.86,35.33,100.0,33406.66,730.19,2024101804
4,2024-10-18 07:18:07,0.0,1008.88,35.5,100.0,33733.33,731.29,2024101804
4,2024-10-18 07:19:07,0.0,1008.87,35.7,100.0,34358.33,738.69,2024101804
4,2024-10-18 07:20:07,0.0,1008.87,35.98,100.0,34930.83,743.04,2024101804
4,2024-10-18 07:21:07,0.0,1008.89,36.23,100.0,35347.5,744.69,2024101804
4,2024-10-18 07:22:07,0.0,1008.89,36.53,100.0,36108.33,752.73,2024101804
4,2024-10-18 07:23:07,0.0,1008.92,36.56,100.0,36550.83,757.12,2024101804
4,2024-10-18 07:24:07,0.0,1008.94,36.61,100.0,37080.0,764.1,2024101804
4,2024-10-18 07:25:07,0.0,1008.92,36.75,100.0,37571.66,767.24,2024101804
4,2024-10-18 07:26:07,0.0,1008.93,36.85,100.0,38180.83,770.2,2024101804
4,2024-10-18 07:27:07,0.0,1008.96,36.94,98.19,38570.0,773.35,2024101804
4,2024-10-18 07:28:07,0.0,1008.92,36.94,97.62,39479.16,778.93,2024101804
4,2024-10-18 07:29:07,0.0,1008.94,36.91,97.91,40053.33,783.4,2024101804
4,2024-10-18 07:30:07,0.0,1008.97,36.98,97.83,40729.77,786.57,2024101804
4,2024-10-18 07:31:07,0.0,1008.99,37.27,100.0,41479.06,786.94,2024101804
4,2024-10-18 07:32:07,0.0,1009.0,37.46,95.3,41998.36,791.27,2024101804
4,2024-10-18 07:33:07,0.0,1008.98,37.62,91.67,42438.59,792.2,2024101804
4,2024-10-18 07:34:07,0.0,1009.01,37.65,89.79,43002.81,796.33,2024101804
4,2024-10-18 07:35:07,0.0,1009.02,37.52,90.42,43703.59,801.78,2024101804
4,2024-10-18 07:36:07,0.0,1009.02,37.55,89.36,44393.59,805.37,2024101804
4,2024-10-18 07:37:07,0.0,1009.03,37.67,92.07,45277.66,806.14,2024101804
4,2024-10-18 07:38:07,0.0,1009.02,37.83,89.99,45757.42,806.52,2024101804
4,2024-10-18 07:39:07,0.0,1009.02,38.08,87.09,46296.48,810.69,2024101804
4,2024-10-18 07:40:07,0.0,1009.04,37.97,85.66,46846.33,815.24,2024101804
4,2024-10-18 07:41:07,0.0,1008.99,37.84,86.76,47516.56,818.86,2024101804
4,2024-10-18 07:42:07,0.0,1009.05,37.99,86.23,47976.56,817.34,2024101804
4,2024-10-18 07:43:07,0.0,1009.02,37.94,86.8,48648.59,820.97,2024101804
4,2024-10-18 07:44:07,0.0,1009.02,38.19,84.61,49135.55,820.59,2024101804
4,2024-10-18 07:45:07,0.0,1009.05,38.22,84.61,49962.11,825.38,2024101804
4,2024-10-18 07:46:07,0.0,1009.03,38.26,83.32,50398.75,827.29,2024101804
4,2024-10-18 07:47:07,0.0,1009.08,38.49,84.4,50982.73,825.96,2024101804
4,2024-10-18 07:48:07,0.0,1009.06,38.67,82.87,51462.5,828.07,2024101804
4,2024-10-18 07:49:07,0.0,1009.07,39.0,81.65,52443.59,827.12,2024101804
4,2024-10-18 07:50:07,0.0,1009.05,39.28,79.36,52711.32,826.34,2024101804
4,2024-10-18 07:51:07,0.0,1009.03,39.4,76.5,53293.51,829.03,2024101804
4,2024-10-18 07:52:07,0.0,1009.03,39.29,75.45,53769.68,833.63,2024101804
4,2024-10-18 07:53:07,0.0,1009.05,39.02,75.68,54008.67,837.29,2024101804
4,2024-10-18 07:54:07,0.0,1009.01,38.88,77.16,54655.54,840.58,2024101804
4,2024-10-18 07:55:07,0.0,1009.05,38.84,75.69,55239.53,845.21,2024101804
4,2024-10-18 07:56:07,0.0,1009.07,38.66,75.97,55746.25,845.21,2024101804
4,2024-10-18 07:57:07,0.0,1009.08,38.68,77.59,56328.43,846.39,2024101804
4,2024-10-18 07:58:07,0.0,1009.06,38.9,77.9,57158.59,846.97,2024101804
4,2024-10-18 07:59:07,0.0,1009.06,38.97,77.19,57733.59,847.93,2024101804
