LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
11,2024-07-12 05:04:07,0.0,1001.72,27.56,100.0,21.67,0.01,2024071211
11,2024-07-12 05:05:07,0.0,1001.71,27.56,100.0,25.83,0.0,2024071211
11,2024-07-12 05:06:07,0.0,1001.67,27.56,100.0,30.0,0.0,2024071211
11,2024-07-12 05:07:07,0.0,1001.7,27.56,100.0,33.33,0.0,2024071211
11,2024-07-12 05:08:07,0.0,1001.7,27.57,100.0,35.83,0.0,2024071211
11,2024-07-12 05:09:07,0.0,1001.72,27.57,100.0,39.17,0.01,2024071211
11,2024-07-12 05:10:07,0.0,1001.72,27.55,100.0,41.67,0.0,2024071211
11,2024-07-12 05:11:07,0.0,1001.72,27.55,100.0,44.17,0.0,2024071211
11,2024-07-12 05:12:07,0.0,1001.77,27.55,100.0,48.33,0.0,2024071211
11,2024-07-12 05:13:07,0.0,1001.76,27.55,100.0,54.17,0.01,2024071211
11,2024-07-12 05:14:07,0.0,1001.8,27.54,100.0,59.17,0.0,2024071211
11,2024-07-12 05:15:07,0.0,1001.82,27.53,100.0,64.17,0.01,2024071211
11,2024-07-12 05:16:07,0.0,1001.84,27.52,100.0,70.83,0.0,2024071211
11,2024-07-12 05:17:07,0.0,1001.83,27.52,100.0,79.17,0.01,2024071211
11,2024-07-12 05:18:07,0.0,1001.85,27.52,100.0,90.0,0.01,2024071211
11,2024-07-12 05:19:07,0.0,1001.9,27.51,100.0,101.67,0.02,2024071211
11,2024-07-12 05:20:07,0.0,1001.85,27.48,100.0,115.0,0.02,2024071211
11,2024-07-12 05:21:07,0.0,1001.85,27.45,100.0,128.33,0.02,2024071211
11,2024-07-12 05:22:07,0.0,1001.89,27.45,100.0,142.5,0.02,2024071211
11,2024-07-12 05:23:07,0.0,1001.88,27.44,100.0,157.5,0.02,2024071211
11,2024-07-12 05:24:07,0.0,1001.92,27.43,100.0,171.67,0.03,2024071211
