LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
1,2024-07-13 04:59:12,0.0,999.62,27.2,100.0,22.5,0.0,2024071301
1,2024-07-13 05:00:13,0.0,999.61,27.2,100.0,28.33,0.01,2024071301
1,2024-07-13 05:01:13,0.0,999.66,27.2,100.0,36.67,0.01,2024071301
1,2024-07-13 05:02:12,0.0,999.64,27.2,100.0,45.83,0.01,2024071301
1,2024-07-13 05:03:14,0.0,999.67,27.2,100.0,58.33,0.01,2024071301
1,2024-07-13 05:04:13,0.0,999.67,27.2,100.0,71.67,0.01,2024071301
1,2024-07-13 05:05:12,0.0,999.71,27.2,100.0,87.5,0.01,2024071301
1,2024-07-13 05:06:12,0.0,999.7,27.2,100.0,106.67,0.01,2024071301
1,2024-07-13 05:07:12,0.0,999.72,27.2,100.0,127.5,0.02,2024071301
1,2024-07-13 05:08:12,0.0,999.67,27.2,100.0,150.83,0.02,2024071301
1,2024-07-13 05:09:13,0.0,999.71,27.2,100.0,177.5,0.03,2024071301
1,2024-07-13 05:10:12,0.0,999.7,27.2,100.0,207.5,0.03,2024071301
1,2024-07-13 05:11:12,0.0,999.73,27.2,100.0,240.0,0.04,2024071301
1,2024-07-13 05:12:12,0.0,999.72,27.2,100.0,274.17,0.04,2024071301
1,2024-07-13 05:13:12,0.0,999.75,27.2,100.0,307.5,0.04,2024071301
1,2024-07-13 05:14:12,0.0,999.74,27.2,100.0,350.0,0.07,2024071301
1,2024-07-13 05:15:12,0.0,999.74,27.2,100.0,396.67,0.08,2024071301
1,2024-07-13 05:16:12,0.0,999.76,27.2,100.0,446.67,0.09,2024071301
1,2024-07-13 05:17:12,0.0,999.76,27.2,100.0,497.5,0.1,2024071301
1,2024-07-13 05:18:37,0.0,999.74,27.2,100.0,551.67,0.1,2024071301
1,2024-07-13 05:19:12,0.0,999.78,27.2,100.0,609.17,0.12,2024071301
1,2024-07-13 05:20:14,0.0,999.8,27.2,100.0,670.0,0.16,2024071301
1,2024-07-13 05:21:12,0.0,999.82,27.2,100.0,732.5,0.16,2024071301
1,2024-07-13 05:22:12,0.0,999.83,27.1,100.0,797.5,0.19,2024071301
1,2024-07-13 05:23:12,0.0,999.81,27.1,100.0,865.0,0.24,2024071301
1,2024-07-13 05:24:12,0.0,999.83,27.1,100.0,933.33,0.26,2024071301
