LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
1,2024-06-13 04:53:36,0.0,997.9,25.7,100.0,20.42,0.0,2024061301
1,2024-06-13 04:54:36,0.0,997.89,25.7,100.0,25.0,0.0,2024061301
1,2024-06-13 04:55:36,0.0,997.9,25.7,100.0,31.67,0.0,2024061301
1,2024-06-13 04:56:37,0.0,997.92,25.7,100.0,39.17,0.0,2024061301
1,2024-06-13 04:57:36,0.0,997.93,25.7,100.0,48.33,0.0,2024061301
1,2024-06-13 04:58:38,0.0,997.92,25.7,100.0,58.33,0.0,2024061301
1,2024-06-13 04:59:36,0.0,997.96,25.7,100.0,70.0,0.0,2024061301
1,2024-06-13 05:00:38,0.0,997.94,25.7,100.0,82.5,0.0,2024061301
1,2024-06-13 05:01:36,0.0,997.91,25.7,100.0,99.17,0.0,2024061301
1,2024-06-13 05:02:37,0.0,997.89,25.7,100.0,131.67,0.01,2024061301
1,2024-06-13 05:03:36,0.0,997.85,25.7,100.0,170.83,0.02,2024061301
1,2024-06-13 05:04:36,0.0,997.88,25.7,100.0,206.67,0.03,2024061301
1,2024-06-13 05:05:36,0.0,997.92,25.7,100.0,249.17,0.05,2024061301
1,2024-06-13 05:06:36,0.0,997.96,25.8,100.0,294.17,0.05,2024061301
1,2024-06-13 05:07:36,0.0,997.96,25.8,100.0,346.67,0.08,2024061301
1,2024-06-13 05:08:36,0.0,997.96,25.8,100.0,416.67,0.1,2024061301
1,2024-06-13 05:09:36,0.0,997.96,25.8,100.0,486.67,0.13,2024061301
1,2024-06-13 05:10:36,0.0,997.93,25.8,100.0,550.0,0.14,2024061301
1,2024-06-13 05:11:36,0.0,997.91,25.8,100.0,610.0,0.18,2024061301
1,2024-06-13 05:12:37,0.0,997.94,25.8,100.0,666.67,0.19,2024061301
1,2024-06-13 05:13:36,0.0,997.92,25.8,100.0,700.0,0.2,2024061301
1,2024-06-13 05:14:36,0.0,997.96,25.8,100.0,722.5,0.22,2024061301
1,2024-06-13 05:15:36,0.0,998.01,25.9,100.0,740.0,0.2,2024061301
1,2024-06-13 05:16:38,0.0,998.03,25.9,100.0,765.0,0.26,2024061301
1,2024-06-13 05:17:36,0.0,997.97,25.9,100.0,796.67,0.27,2024061301
1,2024-06-13 05:18:36,0.0,998.04,26.0,100.0,826.67,0.27,2024061301
1,2024-06-13 05:19:36,0.0,998.05,26.0,100.0,845.0,0.28,2024061301
1,2024-06-13 05:20:36,0.0,998.07,26.0,100.0,845.0,0.26,2024061301
1,2024-06-13 05:21:36,0.0,998.06,26.1,100.0,861.67,0.28,2024061301
