LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
15,2024-06-05 04:52:59,0.0,1012.38,23.48,100.0,22.5,0.0,2024060515
15,2024-06-05 04:53:59,0.0,1012.36,23.48,100.0,27.5,0.0,2024060515
15,2024-06-05 04:54:59,0.0,1012.37,23.5,100.0,32.5,0.01,2024060515
15,2024-06-05 04:55:59,0.0,1012.38,23.51,100.0,38.33,0.0,2024060515
15,2024-06-05 04:56:59,0.0,1012.35,23.54,100.0,45.0,0.0,2024060515
15,2024-06-05 04:57:59,0.0,1012.32,23.57,100.0,53.33,0.01,2024060515
15,2024-06-05 04:59:00,0.0,1012.37,23.62,100.0,60.83,0.0,2024060515
15,2024-06-05 05:00:00,0.0,1012.36,23.64,100.0,69.17,0.01,2024060515
15,2024-06-05 05:01:00,0.0,1012.31,23.67,100.0,78.33,0.01,2024060515
15,2024-06-05 05:02:00,0.0,1012.34,23.73,100.0,89.17,0.01,2024060515
15,2024-06-05 05:03:00,0.0,1012.33,23.76,100.0,99.17,0.01,2024060515
15,2024-06-05 05:04:00,0.0,1012.33,23.77,100.0,110.83,0.01,2024060515
15,2024-06-05 05:05:00,0.0,1012.32,23.8,100.0,125.0,0.02,2024060515
15,2024-06-05 05:06:00,0.0,1012.33,23.84,100.0,143.33,0.01,2024060515
15,2024-06-05 05:07:00,0.0,1012.37,23.86,100.0,164.17,0.02,2024060515
15,2024-06-05 05:08:00,0.0,1012.36,23.87,100.0,187.5,0.03,2024060515
15,2024-06-05 05:09:00,0.0,1012.4,23.89,100.0,213.33,0.04,2024060515
15,2024-06-05 05:10:00,0.0,1012.35,23.84,100.0,238.33,0.04,2024060515
15,2024-06-05 05:11:00,0.0,1012.38,23.81,100.0,266.67,0.05,2024060515
15,2024-06-05 05:12:00,0.0,1012.42,23.78,100.0,290.83,0.05,2024060515
15,2024-06-05 05:13:00,0.0,1012.43,23.78,100.0,320.0,0.07,2024060515
15,2024-06-05 05:14:00,0.0,1012.46,23.77,100.0,349.17,0.08,2024060515
15,2024-06-05 05:15:00,0.0,1012.46,23.79,100.0,384.17,0.1,2024060515
15,2024-06-05 05:16:00,0.0,1012.46,23.82,100.0,420.83,0.1,2024060515
15,2024-06-05 05:17:00,0.0,1012.45,23.86,100.0,459.17,0.1,2024060515
15,2024-06-05 05:18:00,0.0,1012.47,23.91,100.0,497.5,0.12,2024060515
