LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
8,2024-10-18 05:41:15,0.0,1008.78,26.18,100.0,27.5,0.0,2024101808
8,2024-10-18 05:42:14,0.0,1008.82,26.2,100.0,32.5,0.0,2024101808
8,2024-10-18 05:43:14,0.0,1008.81,26.2,100.0,39.17,0.0,2024101808
8,2024-10-18 05:44:14,0.0,1008.81,26.23,100.0,47.5,0.0,2024101808
8,2024-10-18 05:45:14,0.0,1008.81,26.23,100.0,56.67,0.0,2024101808
8,2024-10-18 05:46:15,0.0,1008.82,26.23,100.0,66.67,0.0,2024101808
8,2024-10-18 05:47:15,0.0,1008.84,26.21,100.0,77.5,0.0,2024101808
8,2024-10-18 05:48:14,0.0,1008.87,26.18,100.0,90.83,0.0,2024101808
8,2024-10-18 05:49:15,0.0,1008.85,26.14,100.0,105.0,0.01,2024101808
8,2024-10-18 05:50:14,0.0,1008.89,26.16,100.0,120.83,0.0,2024101808
8,2024-10-18 05:51:15,0.0,1008.93,26.17,100.0,138.33,0.0,2024101808
8,2024-10-18 05:52:15,0.0,1008.86,26.13,100.0,156.67,0.01,2024101808
8,2024-10-18 05:53:15,0.0,1008.91,26.13,100.0,176.67,0.01,2024101808
8,2024-10-18 05:54:15,0.0,1008.9,26.16,100.0,198.33,0.01,2024101808
8,2024-10-18 05:55:15,0.0,1008.87,26.17,100.0,220.83,0.0,2024101808
8,2024-10-18 05:56:15,0.0,1008.95,26.16,100.0,245.0,0.01,2024101808
8,2024-10-18 05:57:15,0.0,1008.95,26.12,100.0,270.0,0.02,2024101808
8,2024-10-18 05:58:14,0.0,1008.99,26.1,100.0,296.67,0.01,2024101808
8,2024-10-18 05:59:15,0.0,1008.99,26.12,100.0,324.17,0.01,2024101808
8,2024-10-18 06:00:15,0.0,1009.0,26.13,100.0,352.5,0.01,2024101808
8,2024-10-18 06:01:17,0.0,1009.03,26.14,100.0,380.83,0.01,2024101808
8,2024-10-18 06:02:15,0.0,1008.98,26.17,100.0,410.0,0.03,2024101808
8,2024-10-18 06:03:15,0.0,1009.0,26.2,100.0,438.33,0.03,2024101808
8,2024-10-18 06:04:14,0.0,1008.99,26.22,100.0,467.5,0.04,2024101808
8,2024-10-18 06:05:15,0.0,1009.03,26.21,100.0,497.5,0.03,2024101808
8,2024-10-18 06:06:14,0.0,1009.07,26.19,100.0,528.33,0.04,2024101808
8,2024-10-18 06:07:15,0.0,1009.05,26.17,100.0,536.67,0.04,2024101808
8,2024-10-18 06:08:15,0.0,1009.06,26.11,100.0,574.17,0.04,2024101808
8,2024-10-18 06:09:15,0.0,1009.05,26.01,100.0,601.67,0.05,2024101808
8,2024-10-18 06:10:14,0.0,1009.07,25.9,100.0,630.83,0.05,2024101808
8,2024-10-18 06:11:14,0.0,1009.09,25.82,100.0,660.83,0.05,2024101808
8,2024-10-18 06:12:14,0.0,1009.09,25.77,100.0,690.83,0.05,2024101808
8,2024-10-18 06:13:15,0.0,1009.12,25.75,100.0,721.67,0.08,2024101808
8,2024-10-18 06:14:14,0.0,1009.1,25.74,100.0,751.67,0.09,2024101808
8,2024-10-18 06:15:15,0.0,1009.08,25.73,100.0,780.83,0.09,2024101808
8,2024-10-18 06:16:14,0.0,1009.07,25.74,100.0,807.5,0.09,2024101808
8,2024-10-18 06:17:15,0.0,1009.09,25.74,100.0,835.0,0.09,2024101808
8,2024-10-18 06:18:14,0.0,1009.14,25.77,100.0,861.67,0.1,2024101808
8,2024-10-18 06:19:14,0.0,1009.12,25.77,100.0,890.0,0.1,2024101808
8,2024-10-18 06:20:15,0.0,1009.15,25.8,100.0,917.5,0.11,2024101808
8,2024-10-18 06:21:14,0.0,1009.13,25.81,100.0,944.17,0.14,2024101808
8,2024-10-18 06:22:15,0.0,1009.16,25.81,100.0,971.67,0.14,2024101808
8,2024-10-18 06:23:14,0.0,1009.12,25.82,100.0,999.17,0.14,2024101808
8,2024-10-18 06:24:15,0.0,1009.18,25.87,100.0,1025.83,0.11,2024101808
8,2024-10-18 06:25:15,0.0,1009.13,25.92,100.0,1052.5,0.16,2024101808
8,2024-10-18 06:26:14,0.0,1009.15,25.99,100.0,1075.0,0.16,2024101808
8,2024-10-18 06:27:15,0.0,1009.19,26.03,100.0,1106.67,0.16,2024101808
8,2024-10-18 06:28:16,0.0,1009.17,26.07,100.0,1140.0,0.18,2024101808
8,2024-10-18 06:29:15,0.0,1009.2,26.12,100.0,1172.5,0.18,2024101808
8,2024-10-18 06:30:15,0.0,1009.18,26.16,100.0,1205.83,0.19,2024101808
8,2024-10-18 06:31:15,0.0,1009.18,26.2,100.0,1240.0,0.19,2024101808
8,2024-10-18 06:32:15,0.0,1009.18,26.22,100.0,1267.5,0.19,2024101808
8,2024-10-18 06:33:14,0.0,1009.16,26.25,100.0,1294.17,0.2,2024101808
