LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),DateLoc
2,2024-07-07 04:56:07,0.0,1005.7,27.07,86.94,23.33,0.0,2024070702
2,2024-07-07 04:57:07,0.0,1005.74,27.06,86.9,29.17,0.0,2024070702
2,2024-07-07 04:58:07,0.0,1005.74,27.04,86.94,36.67,0.0,2024070702
2,2024-07-07 04:59:07,0.0,1005.77,27.03,87.12,45.0,0.0,2024070702
2,2024-07-07 05:00:07,0.0,1005.78,27.02,87.05,55.83,0.0,2024070702
2,2024-07-07 05:01:07,0.0,1005.8,27.01,87.08,68.33,0.0,2024070702
2,2024-07-07 05:02:07,0.0,1005.75,27.0,87.14,82.5,0.0,2024070702
2,2024-07-07 05:03:07,0.0,1005.8,26.99,87.0,98.33,0.01,2024070702
2,2024-07-07 05:04:07,0.0,1005.78,27.0,87.04,117.5,0.01,2024070702
2,2024-07-07 05:05:07,0.0,1005.83,26.99,86.96,138.33,0.01,2024070702
2,2024-07-07 05:06:07,0.0,1005.83,26.97,86.91,162.5,0.02,2024070702
2,2024-07-07 05:07:07,0.0,1005.83,26.97,86.98,188.33,0.02,2024070702
2,2024-07-07 05:08:07,0.0,1005.84,26.96,86.91,217.5,0.03,2024070702
2,2024-07-07 05:09:07,0.0,1005.85,26.97,86.67,250.0,0.03,2024070702
2,2024-07-07 05:10:07,0.0,1005.87,26.98,86.57,285.0,0.02,2024070702
2,2024-07-07 05:11:07,0.0,1005.84,26.99,86.67,323.33,0.03,2024070702
2,2024-07-07 05:12:07,0.0,1005.84,27.0,86.59,364.17,0.03,2024070702
2,2024-07-07 05:13:07,0.0,1005.85,27.01,86.55,408.33,0.06,2024070702
2,2024-07-07 05:14:07,0.0,1005.81,27.0,86.45,455.0,0.06,2024070702
2,2024-07-07 05:15:07,0.0,1005.85,27.01,86.36,505.0,0.08,2024070702
2,2024-07-07 05:16:07,0.0,1005.88,27.02,86.52,555.83,0.07,2024070702
2,2024-07-07 05:17:07,0.0,1005.94,27.03,86.43,607.5,0.1,2024070702
2,2024-07-07 05:18:07,0.0,1005.9,27.03,86.41,659.17,0.12,2024070702
2,2024-07-07 05:19:07,0.0,1005.91,27.03,86.36,713.33,0.12,2024070702
2,2024-07-07 05:20:07,0.0,1005.95,27.05,86.26,768.33,0.12,2024070702
2,2024-07-07 05:21:07,0.0,1005.91,27.06,86.18,829.17,0.14,2024070702
2,2024-07-07 05:22:07,0.0,1005.94,27.07,86.07,898.33,0.14,2024070702
2,2024-07-07 05:23:07,0.0,1005.95,27.08,85.98,967.5,0.2,2024070702
2,2024-07-07 05:24:07,0.0,1005.92,27.09,85.92,1032.5,0.2,2024070702
2,2024-07-07 05:25:07,0.0,1005.94,27.09,85.86,1095.83,0.27,2024070702
2,2024-07-07 05:26:07,0.0,1005.94,27.1,85.85,1154.17,0.28,2024070702
2,2024-07-07 05:27:07,0.0,1005.94,27.11,85.72,1217.5,0.28,2024070702
2,2024-07-07 05:28:07,0.0,1005.95,27.11,85.69,1289.17,0.31,2024070702
2,2024-07-07 05:29:07,0.0,1005.92,27.12,85.74,1353.33,0.32,2024070702
2,2024-07-07 05:30:07,0.0,1005.94,27.13,85.69,1421.67,0.39,2024070702
2,2024-07-07 05:31:07,0.0,1005.9,27.15,85.58,1500.83,0.43,2024070702
2,2024-07-07 05:32:07,0.0,1005.93,27.2,85.43,1575.0,0.52,2024070702
2,2024-07-07 05:33:07,0.0,1005.94,27.26,85.22,1639.17,0.52,2024070702
2,2024-07-07 05:34:07,0.0,1006.01,27.34,84.97,1706.67,0.55,2024070702
2,2024-07-07 05:35:07,0.0,1005.97,27.4,84.7,1769.17,0.57,2024070702
2,2024-07-07 05:36:07,0.0,1005.95,27.46,84.41,1830.83,0.59,2024070702
2,2024-07-07 05:37:07,0.0,1005.98,27.54,84.15,1893.33,0.61,2024070702
2,2024-07-07 05:38:07,0.0,1005.96,27.61,83.85,1957.5,0.7,2024070702
2,2024-07-07 05:39:07,0.0,1005.96,27.68,83.56,2033.33,0.69,2024070702
2,2024-07-07 05:40:07,0.0,1005.97,27.76,83.19,2102.5,0.74,2024070702
2,2024-07-07 05:41:07,0.0,1006.02,27.83,82.93,2172.5,0.75,2024070702
2,2024-07-07 05:42:07,0.0,1005.98,27.89,82.53,2235.83,0.85,2024070702
2,2024-07-07 05:43:07,0.0,1006.02,27.96,82.25,2298.33,0.85,2024070702
2,2024-07-07 05:44:07,0.0,1006.01,28.02,81.74,2359.17,0.88,2024070702
2,2024-07-07 05:45:07,0.0,1006.02,28.08,81.58,2418.33,0.9,2024070702
2,2024-07-07 05:46:07,0.0,1006.04,28.14,81.12,2475.0,0.93,2024070702
2,2024-07-07 05:47:07,0.0,1006.0,28.18,80.95,2533.33,0.95,2024070702
2,2024-07-07 05:48:07,0.0,1006.05,28.24,80.74,2591.67,0.94,2024070702
2,2024-07-07 05:49:07,0.0,1006.04,28.28,80.28,2652.5,1.09,2024070702
2,2024-07-07 05:50:07,0.0,1006.01,28.34,80.21,2711.67,1.08,2024070702
2,2024-07-07 05:51:07,0.0,1006.03,28.41,79.89,2770.0,1.12,2024070702
2,2024-07-07 05:52:07,0.0,1006.04,28.46,79.51,2829.17,1.27,2024070702
2,2024-07-07 05:53:07,0.0,1006.01,28.53,79.22,2887.5,1.3,2024070702
2,2024-07-07 05:54:07,0.0,1006.05,28.57,78.86,2946.67,1.3,2024070702
2,2024-07-07 05:55:07,0.0,1006.04,28.6,78.75,3005.83,1.32,2024070702
2,2024-07-07 05:56:07,0.0,1006.09,28.64,78.33,3064.17,1.37,2024070702
2,2024-07-07 05:57:07,0.0,1006.1,28.7,78.26,3123.33,1.36,2024070702
2,2024-07-07 05:58:07,0.0,1006.13,28.75,77.95,3183.33,1.39,2024070702
2,2024-07-07 05:59:07,0.0,1006.1,28.81,77.64,3247.5,1.53,2024070702
